lift_from_version	lift_from_property	lift_to_version	lift_to_property	lift_from_concept	lift_to_concept	concept_relationship
v5.0.0	Pleura	v5.0.2	Pleura	C12469	C12469	Concept Code Match
v5.0.0	Pleura	v5.0.2	Pleura	C12469	C12469	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	Mediastinum	v5.0.2	Mediastinum	C12748	C12748	Concept Code Match
v5.0.0	Mediastinum	v5.0.2	Mediastinum	C12748	C12748	Concept Code Match
v5.0.0	Heart	v5.0.2	Heart	C12727	C12727	Concept Code Match
v5.0.0	Heart	v5.0.2	Heart	C12727	C12727	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Adnexa	v5.0.2	Adnexa	C137974	C137974	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	Eye	v5.0.2	Eye	C12401	C12401	Concept Code Match
v5.0.0	Eye	v5.0.2	Eye	C12401	C12401	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Central Nervous System	v5.0.2	Central Nervous System	C12438	C12438	Concept Code Match
v5.0.0	Central Nervous System	v5.0.2	Central Nervous System	C12438	C12438	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	Brain	v5.0.2	Brain	C12439	C12439	Concept Code Match
v5.0.0	Brain	v5.0.2	Brain	C12439	C12439	Concept Code Match
v5.0.0	Brain	v5.0.2	Brain	C12439	C12439	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Limb	v5.0.2	Limb	C12429	C12429	Concept Code Match
v5.0.0	Articular Cartilage	v5.0.2	Articular Cartilage	C32144	C32144	Concept Code Match
v5.0.0	Articular Cartilage	v5.0.2	Articular Cartilage	C32144	C32144	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	And	v5.0.2	And	C37912	C37912	Concept Code Match
v5.0.0	Joint	v5.0.2	Joint	C13044	C13044	Concept Code Match
v5.0.0	Joint	v5.0.2	Joint	C13044	C13044	Concept Code Match
v5.0.0	Joint	v5.0.2	Joint	C13044	C13044	Concept Code Match
v5.0.0	Joint	v5.0.2	Joint	C13044	C13044	Concept Code Match
v5.0.0	Joint	v5.0.2	Joint	C13044	C13044	Concept Code Match
v5.0.0	Joint	v5.0.2	Joint	C13044	C13044	Concept Code Match
v5.0.0	Bone	v5.0.2	Bone	C12366	C12366	Concept Code Match
v5.0.0	Bone	v5.0.2	Bone	C12366	C12366	Concept Code Match
v5.0.0	Bone	v5.0.2	Bone	C12366	C12366	Concept Code Match
v5.0.0	Bone	v5.0.2	Bone	C12366	C12366	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
v5.0.0	Overlapping Lesion	v5.0.2	Overlapping Lesion	C179724	C179724	Concept Code Match
